text,label
Не работает передвижение по воронке в Битрикс Страница проблемы Ссылка на клиента Ссылка на шаблон Ссылка на шаблон Ссылка в Ссылка в Подробное описание проблемы Автоотправка настроена таким образом после нажатия в работу должно уходить письмо пишет что отправлено но письмо не приходит В админке показывает шаблона с одинаковым названием у него в шаблонах он один Достижение шага В работу.,back 
Не работает статистика по шаблонам Страница проблемы Ссылка на клиента Ссылка на клиента в ссылка в Подробное описание проблемы В разделе статистика не подгружается статистика по отправленным раннее шаблонам Сегодня начала отображаться инфа об отправленных сегодня шаблонах Ему необходима статистика по всем отправленным Также статистика по каждому шаблону индивидуально  отличается от информации здесь Сейчас проверить это нельзя инфы мало И на странице статистика не показывает что есть вложение в письме В отмеченных стрелкой шаблонах есть вложения проверила.,back 
Не ставится задача в Страница проблемы Ссылка на клиента Подробное описание проблемы В шаблоне настроено действие ставить задачу на открытие вложения сразу Задача в не приходит В админке тоже нет информации о поставленной задаче.,back 
Баг с отложенной отправкой Если начать Отправить в указанное время а затем это действие отменить то письмо все равно уйдет в то время которое было ранее назначено протестировано на этом.,back 
Не работают уведомления Подробное описание проблемы Не работают уведомления обратился клиент Не работают и у клиента и у меня и у Аллы При этом все уведомления полностью доступны и работают от других сайтов но не от нашего Страница проблемы Какие действия для решения проблемы производились Очистка кэша жёсткая перезагрузка повторная выдача права на уведомления Смогли ли мы воспроизвести проблему на своём компьютере Да Браузер и Операционная система  Карточка пользователя в админке Номер телефона и Ссылка на клиента в  Ссылка на обращение Срочность проблемы Похоже на массовую проблему.,back 
Не подключается почта Ссылка на клиента Почта на домене Настройки и порт или  не подходит Ирина.,back 
Не удаётся подключить уведомления Молния Подробное описание проблемы У нового пользователя во вкладке Настройки Уведомления Молния всё время предлагает авторизоваться в  хотя у него полноценно подключена Пробовали и в  и в.,back 
Страница проблемы Скриншот проблемы Какие действия для решения проблемы производились Произведена очистка кэша и жёсткая перезагрузка в обоих браузерах Полный выход и из  переустановка виджета и перезаход в аккаунт Очистка кэша и жёсткая перезагрузка на странице формы Браузер и Операционная система и  Карточка пользователя в админке Номер телефона и Ссылка на клиента в Срочность проблемы Клиент новый не хотелось бы затягивать с решением.,back 
Не дает сбросить пароль через Битрикс Смогли ли мы воспроизвести проблему на своём компьютере да Браузер и Операционная система не имеет значения Подробное описание проблемы При сбросе пароля через Б выдает ошибку неверный формат клиент сам почту не вносит она подставляется  после такая ошибка В битриксе открывается старый интерфейс.,back 
Автоотправка писем запланированная дата выставляется неправильно Страница письма Ссылка на клиента ссылка на сделку в амо ссылка на диалог в Браузер и Операционная система не имеет значения Подробное описание проблемы в виджете автооправки указана запланированная дата через день  по факту письма ставятся на.,back 
На маке в битриксе не работает авторизация Запрос на авторизацию проходит успешный ответ возвращает и вылаетает ошибка при обработке кажется Больше ошибок в приложении нет возможно просто игнорируется или еще что нибудь .,front
Верните кнопку Остановить все действия по этому письму Коля уточнила у Аллы инфо была кнопка во всех сценариях если есть действие если нет Эта опция пропала как в так и в Битриксе Какая нужна инфа еще .,front
не сохраняется инфа в разделе подпись Если внести изменения в раздел подпись то информация сохраняется пока не перешел в другой раздел Вернулся изменений нет После очистки кеша они появляются Получается после каждого изменения надо чистить кеш В видео видно что имею в виду .,front
Не отключается виджет в Видео Обращение .,front
не выставляется интервал после звонка в шаблоне Ссылка на клиента Ссылка на проблему В новом интерфейсе шаблонов некуда ставить интервал после звонка Обращение У меня также .,front
Дублирование и в шаблонах Пример шаблона Я его просто несколько раз сохранил и получилось дофига дублей Хотя в интерфейсе вполне элемента Но на сохранение ты отправляешь не эти а все элементы Другой вопрос что оно еще и при сохранении дублит но это уже я на беке разберусь .,front
При регистрации и указании в опроснике или мы по прежнему проебываем регистрации и они попадают в веб .,front
Выделение нескольки документов при создании ссылки Если использовать дабл клик то можно выделять доки пока не устанешь надо выделять только последний .,front
Баг в верстке в в авторизации Превьюха наезжает на текст .,front
Слетает авторизация в Битрикс Смогли ли мы воспроизвести проблему на своём компьютере Страница проблемы битрикс Ссылка на клиента Браузер и Операционная система и Ошибки в консоли Ошибки в запросах нет Подробное описание .,front
проблемы авторизоваться в виджете обновить страницу отображается страница для регистрации карточки с подобной проблемой .,front
Пратнерка кнопка настройки аккаунта Кнопка настроить аккаунт в списке клиентов должна быть только у тех кто на демо Тоесть во вкладке тестируют сервис Ну и поехало мальца .,front
При создании ссылки окно настройки не прогружается После выбора документа не грузит окно настройки созданной ссылки Ссылка создается но нельзя поменять и настроить тип уведомления .,front
Ошибка логина При залогинивании на лендосе возникают следующие проблемы Было взято у этого клиента но ошибка встречалась не только у него .,front
странное значение цифр и букв После полной отчистки кеша входишь в личный кабинет и видишь такое уведомление с цифрами и буквами Скорее всего это видят все новые клиенты при первой сессии .,front
Не работает создание счета партнерка Ссылка на партнера Ссылка на его клиента Ошибка .,front
Последние дня очень долго загружается информация на странице Автоотправка в админке и Команды в личном кабинете Делала очистку кеша не помогло .,front
Поехал интерфейс в настройке интеграции с мое дело блок с подсказкой уехал вниз .,front
Данные статистики в шаблоне не полностью отображаются Смогли ли мы воспроизвести проблему на своём компьютере Да Страница проблемы Ссылка на клиента Подробное описание проблемы При наличии ссылок в письме информация в статистике .,front
шаблона по ссылкам не отображается полностью не хватает колонки отправленооткрыто это зависит от длинны ссылки у меня не отображается колонка открыто  Можно увидеть только уменьшив размер экрана .,front
Не загружается файл Ссылка на страницу проблемы Ссылка на обращение Ссылка на клиента Описание проблемы Не загружаются файлы в личном кабинете в разделе Документы проверила все форматы показывает что файл загружен но он не отображается У меня его файл загрузился без проблем .,front
Добавить описание на сайте Добавить в описание на сайте что уведомления работают в браузере .,front
Нет кнопки удалить интегрцию Страница клиента В личном кабинете аккаунта нет кнопки удалить интеграцию Этой кнопки .,front
Не отображаются выставленные счета в виджете Подробное описание проблемы У всех пользователей клиента не отображаются выставленные через нас счета в виджете на странице Скриншот проблемы Карточка пользователя в админке Ссылка на клиента в  Ссылка на обращение .,front
Не удаётся войти в виджет в Подробное описание проблемы У некоторых пользователей не удаётся войти в наш виджет в Скриншот проблемы Какие действия для решения проблемы производились Очистка кэша и жёсткая перезагрузка на сайте Амо и с перелогином Браузер и Операционная система Ошибки в консоли   Карточка пользователя в админке Ссылка на клиента в  Номер телефона .,front
Не распечатывается документ Страница проблемы Ссылка на клиента Ссылка в Ссылка на обращение Подробное описание проблемы Документ не распечатывается .,front
Не правильно отображается статус писем все кроме х писем отправленные вчера в статусе запланировано в админке вижу что письма отправлено Также у него в потовом ящике в яндексе они в отправленных Страница проблемы Ссылка на клиента ссылки на письма .,front
В админке не всегда отображаются вебхуки в статистике по письму Это мешает техподдержке выяснять причины Например письмо Там чувак подписан кастомно на вебхуки своя интеграция Они в базе есть но не отображаем Запрос при этом их возвращает с бека .,front
Верстка в карточке письма в карточке амо Если по клиенту зайти в письмо с актом от го сентября то увидим вот это .,front
Не отображается полная информация по отправленным письмам Подробное описание проблемы У некоторых пользователей не отображается в информации об отправленном письме полная информация например вебхуки воронки и прочие настройки Страница проблемы Скриншот проблемы Нельзя прокрутить ниже Ошибки в консоли Скриншот ошибок в консоли Карточка пользователя в админке Ссылка на клиента в  Срочность проблемы Клиент сможет созвониться по этому вопросу только к понедельнику наберут сами .,front
Не корректно отображаются данные в статистике .,front
Опечаткинебольшие баги в интерфейсе Опечаткинебольшие баги в интерфейсе отмеченные пользователями  Опечатка   Опечатка   Опечатка  В виджете в НастройкиУведомление Молния ошибка в написании слова пол часа Пишется слитно  При нажатии на открывает несуществующую страницу .,front
Медленно открываются презентации Смогли ли мы воспроизвести проблему на своём компьютере Нет Страница проблемы Ссылка на клиента Браузер и Операционная система Не имеет значения Ошибки в консоли Ошибки в запросах Подробное описание проблемы Проблема только на этом компьютере При нажатии на ссылку Пример письма .,front
В разделе Письма не работает поиск по фио Смогли ли мы воспроизвести проблему на своём компьютере да Страница проблемы Ссылка на клиента Ссылка на обращение в кэроте Подробное описание проблемы В разделе Письма не работает поиск по фио Такая опция указана .,front
Зависает страница при повторной или й попытке отправить письмо из карточки в Клиент обратился с проблемой бесконечной загрузки при попытке отправить письмо повторно из карточки в оттестировал на себе и аналогичная проблема Спасает только обновление страницы .,front
Вечная загрузка при попытке отправить письмо Подробное описание проблемы При попытке отправить письмо через наш виджет в битрикс появляется вечная загрузка анимация прыгающих точек Скриншот проблемы Какие действия для решения проблемы производились Очистка кэша и жёсткая перезагрузка переустановка браузера тест в режиме Инкогнито Смогли ли мы воспроизвести проблему на своём компьютере Происходит только на аккаунте у других сотрудников проблема не наблюдается полагают что проблема в  Браузер и Операционная система Ошибки в консоли Карточка пользователя в админке Номер телефона .,front
Поправить контент Страница проблемы Подробное описание проблемы уведомления работают в браузере Надо добавить это в описание .,front
КЛ не может войти в личный кабинет Страница проблемы Ссылка на клиента Ссылка на керот Браузер и Операционная система Ошибки в консоли          Подробное описание проблемы КЛ не может войти в личный кабинет страница постоянно грузиться и ничего не происходит при попытке войти через виджет выдает ошибку .,front
Не работает загрузка следующей порции данных на странице с логами автоотправки Как выглядит Ссылка Ошибка в консоли Думаю что не на корректную ссылку запрос идет с фронта Отгружать никому не нужно задача внутряковая .,front
Не отображается статистика ссылок вот тут еще показывает одно открытие хотя на момент просмотра статистики даже сообщение не прочитано в ватсапе было значит она не могла открыть ссылку Это изза того что отправляю в ватсап или вайбер и сам мессенджер просматривает ссылки Это не работает нигде вот как выглядит создание ссылок в амо  .,front
Не корректно отображается статистика по заданной дате Страница проблемы Ссылка на клиента Подробное описание проблемы При выборе пользователя и выборе периода за дней у клиента подгрузилась информация только за Я зашла в его аккаунт выбрала того же менеджера и дней у меня со попытки подгрузилась информация и за число Потом я выбрала по ней период дней статистика загрузилась только за Но если уменьшать размер страницы и прокручивать ее вниз инфа начинает подгружаться за все дни и при возврате на обычный размер остается Записала видео для наглядности Через минут проверяла снова все загрузилось сразу без уменьшения страницы .,front
Не распечатывается документ Смогли ли мы воспроизвести проблему на своём компьютере да Страница проблемы Ссылка на клиента Ссылка на клиента в Подробное описание проблемы При попытке распечатать документ открывается белый лист бумаги .,front
Не правильное отображение меню выбора в личном кабинете Страница проблемы Ссылка на клиента У клиента в личном кабинете во вкладке письма меню выбора периода отображается так .,front
Ошибка сервера в приложении Страница проблемы Ссылка на клиента Ссылка на клиента в Подробное описание проблемы Ошибка сервера приложения .,front
Баг с отложенной отправкой Если начать Отправить в указанное время а затем это действие отменить то письмо все равно уйдет в то время которое было ранее назначено протестировано на этом .,front
Не удаётся подключить уведомления Молния Подробное описание проблемы У нового пользователя во вкладке Настройки Уведомления Молния всё время предлагает авторизоваться в хотя у него полноценно подключена Пробовали и в и в .,front
Страница проблемы Скриншот проблемы Какие действия для решения проблемы производились Произведена очистка кэша и жёсткая перезагрузка в обоих браузерах Полный выход и из переустановка виджета и перезаход в аккаунт Очистка кэша и жёсткая перезагрузка на странице формы Браузер и Операционная система и Карточка пользователя в админке Номер телефона и Ссылка на клиента в Срочность проблемы Клиент новый не хотелось бы затягивать с решением .,front
Не дает сбросить пароль через Битрикс Смогли ли мы воспроизвести проблему на своём компьютере да Браузер и Операционная система не имеет значения Подробное описание проблемы При сбросе пароля через Б выдает ошибку неверный формат клиент сам почту не вносит она подставляется после такая ошибка В битриксе открывается старый интерфейс .,front
Проблема с аккаунтом Смогли ли мы воспроизвести проблему на своём компьютере нет но удалось Алле Страница проблемы Ссылка на клиента Браузер и Операционная система не имеет значения Ошибки в консоли  Ошибки в запросах Подробное описание проблемы При переходе на страницу создания письма в аккаунте клиента возникает ошибка у меня просто не заходит с его акка в этот раздел  Проблема не в браузере или компьютере а в самом аккаунте Вверху написано что активирован до г .,front
Не работает вход в аккаунт Смогли ли мы воспроизвести проблему на своём компьютере Да Страница проблемы Ссылка на клиента Браузер и Операционная система хром вин Ошибки в консоли Ошибки в запросах Подробное описание проблемы При выборе авторизации через маил или яндекс открывается пустая страница   вход напрямую через логпароль также не работает аккаунт не найден а сброс пароля на почту просто не реагирует .,front
Не работает отправка писем в Б Ссылка на клиента Ссылка на сделку в Б Описание проблемы У клиента у всех менеджеров следующая проблема При выборе написать Письмо через  не открывается наш интерфейс прыгают голубые точки Почистила кеш отключила все расширения проверила в режиме инкогнито переустановили виджет в битриксе ничего не помогло Переинтграция в виджите работает Дарья .,front
Добавить кнопку в админку Добавить кнопку Закрыть доступ к просмотру которая закрывает оступ к просмотру вложения в этом письме Для киента выводить этот экран  .,front
В шаблоне приглашает всех менеджеров Смогли ли мы воспроизвести проблему на своём компьютере нет Страница проблемы Ссылка на клиента Браузер и Операционная система Битрикс Ошибки в консоли Ошибки в запросах Подробное описание проблемы Пытались в шаблоне пригласить в команду х менеджеров приглашения выслались всем .,front
Неправильное отобраажение в шаблонах Смогли ли мы воспроизвести проблему на своём компьютере Да Страница проблемы Ссылка на клиента Браузер и Операционная система не важно Ошибки в консоли нет Ошибки в запросах нет Подробное описание проблемы Неправильно отображается информация о действиях действий нет но условия видно причем очень странные у нас таких даже в функционале нет  Или вот пример это то что видит руководитель в личном шаблоне менеджера   Вот что в шаблоне менеджера  .,front
При выходе из аккаунта появляется не то окно Смогли ли мы воспроизвести проблему на своём компьютере Да Страница проблемы сделка в Ссылка на клиента у всех в Браузер и Операционная системау всех в Ошибки в консоли нет Ошибки в .,front
запросах нет Подробное описание проблемы при нажатии в виджете в сделке на выход из аккаунта в виджете появляется окно с предупрежденияем о том что виджет будет удален это окно должно быть только при выходе из виджета в разделе интеграции Ну и соответственно виджет не удаляется если таки выйти .,front
Аккаунт оплачен просит оплатить Ссылка на проблему Описание проблемы аккаунта оплачены сегодня и сегодня их активировали В личном кабинете и в виджете в не видит оплату просит оплатить Кеш чистила и там и там перелогинивалась и там и там Владимир Срочный вопрос .,front
Не подключается Молния Страница проблемы Ссылка на клиента Подробное описание проблемы Не подключается молния Все шаги по настройке сделали переустанавливала виджет в Интеграциях в не помогает .,front
Нельзя отключить молнию Смогли ли мы воспроизвести проблему на своём компьютере Страница проблемы Ссылка на клиента Браузер и Операционная система Ошибки в консоли Ошибки в запросах Подробное описание проблемы В админке у него подключена .,front
Форма не ищет по ссылке из Б Форма проверки не ищет по такой ссылке .,front
Ошибки Моего дела Нужно чтобы текст ошибки отображался корректно .,front
Не загружается даные об интеграции в шаблоне Ссылка на клента Ссылка на шаблон Ошибки в консоли Описание При открытии раздела Шаблоны получаем ошибку Интеграция с есть В шаблоне данные в режиме заргузки Позвонить в Ссылка на сделку.,back 
При сохранении изменений в разделе Шаблоны зависает страница До записи видео вообще не могла сохранить выдавал ошибку что сохранение не возможно я ее хотела запечатлить.,back 
не работает новый интерфейс Шаблонов Ссылка на проблему Ссылка на клиента Описание Не загружается новый интерфейс раздела Шаблоны Старый открылся Делала очистку кеша не помогло Обращение Обращение .,back 
Не открывается статистика из виджета в При нажатии на кнопку статистика в письме в виджете получаем такое сделала очистку кеша не помогло Ошибки в консоли.,back 
при первой авторизации в виджете в ошибка ваш аккаунт надо оплатить При первой авторизации в в иджете или после очистки кеша если попробовать отправить письмо выдает ошибку у вас закончилась подписка Помогает перезагрузка страницы.,back 
Проблема со входом в виджет в При первом входе клиенты нажимают сюда  вносят свой и пароль и идет бесконечная загрузка Либо надо убрать этот функционал либо починить.,back 
Автозаполняемое поле добавляет пробел Ссылка на клиента Описание Автозаполняемое поле наименованиеконтакта добавляет поле текста пробел которого нет в шаблоне У себя проверила тоже самое Обращение.,back 
Контроль задач Задача поставилась не на ответственного Стас вот описание проблемы  Нашла интересную вещь в постановке задачи по запросу выставления счета на Контроль задач Сделка на Ване задача поставилась на Женю .,back 
Не устанавливается виджет в в интеграциях Ссылка на клиента Описание у клиента сменился АПИ ключ в аккаунте Амо И не получается переподключить интеграцию Делала с клиентом несколько раз чистила кеш не подключается При этом находится в подключенных интеграциях Ошибка в консоли Проверила у себя интеграция нормально работает.,back 
убрать кнопку подключить через при интеграции гуглопочты Описание При подключении почты на все выбирают подключить через а не другое Можно убрать эту опцию для почты партнеры просят и клиенты путаются при интеграции.,back 
Долгая загрузка интерфейса Ссылка на клиента Описание При отправке подряд нескольких писем виджет начинает долго подгружать интерфейс отправки писем Помогает перезагрузка страницы те отправил одно письмо перезагрузил страницу отправил следующее и так далее Если не делать перезагрузку то выглядит так и может бесконечно так висеть Ошибки в консоли  Вот этот сайт не грузиться и висит в ошибках Ошибка в Почистила кеш на странице какбудто чуть быстрее стало подгружаться но только на первый раз Обращение.,back 
Дублирующие уведомления Ссылка на письмо Ссылка на клиента Проблема  Описание Было открытий вложений и скачивания вложения По админке было открытий всех вложений в личном кабинете по письму открытий Клиент просит проверить это проблема с нашей стороны или это нормальное поведение системы У него есть предположение что проблемы у и изза этого дублируются сообщения Он это встечает не первый раз попросила еще пример пришлет как найдет Можем проверить или нет Проблема  Не определяет название клиента Олег.,back 
не подтянулось название компании в письмо Ссылка на проблему письмо с Ссылка на клиента Описание проблемы Не определилось название компании в исходящем письме подставилась подпись Письма ушли с разницей в минут с одной сделки на один в одном письме подгрузилось в другом нет название компании не меняли у ответственного сотрудник нет прав редактировать компании.,back 
Баг в настройке автоматической отправки Ссылка на проблему Ссылка на клиента Ссылка на обращение Описание проблемы При копировании настройки автоматической отправки клиент получает такой баг и По словам клиента если сохранить так то уходят дубли У клиента сегодня эти задвоения повторились и при копировании и при создании новых Прислал видео Проблема очень срочная так как они очень много писем в автоматическом режиме отправляют и ему надо иметь возможность настроить и запустить рассылку Воспроизвела у себя только задвоение в настройках По раза письма не уходят.,back 
Не подгружается документ Ссылка на проблему Ссылка на клиента Описание Не загружается вложение локально на компьютере Пробовали в хроме яндекс браузере В хроме все расширения отключены не заблокированы В режиме инкогнито и там.,back 
и там подгрузилось в обычном нет Вот так висит бесконечно Если очистить кеш сразу после этого загружается при повторном открытии опять не грузиться Это с хрома с консоли Это с яндекса Клиент У меня все открывается Что проверить еще можно.,back 
Отображение инфы Ссылка на шаблон На письмо Ссылка на клиента Описание проблемы В условия в указано поставить задачу через день в письме через часа и день Не обращайте внимание на квадрат Илья.,back 
Ошибка автоотправки Не удалось получить адресата контакт из карточки клиента Ссылка на проблему Ссылка на клиента Описание Не сработала автоотправка Ошибка Не удалось получить адресата контакт из карточки клиента в карточку был добавлен доб Артур.,back 
Не загружается страница Молнии Ссылка на клиента Ссылка на проблему Ошибки консоли   Описание не загружается страница Молнии Вошла под клиентом через админку тоже не загружается Ссылка на Михаил.,back 
Ошибка автоотправки Оплаченный период закончился Ссылка на проблему Ссылка на клиента Описание Не сработала автоотправка Ошибка Аккаунт активен до.,back 
После звонка не передвинулась сделка Ссылка на письмо Ссылка на шаблон Ссылка на клиента Описание Не передвинулась сделка по воронке после звонка Передвинули вручную В админке звонок есть В шаблоне настройка есть Артем.,back 
не работает автозаполняемое поле Битрикс Ссылка на клиента Описание проблемы Не подтягивается стандартное поле из битрикса Название компании Пробовала Компания Названиекомпании не работает Причем поле Название лида прекрасно подтягивается Сейчас клиенту оставили с полем Название лида У себя проверяла это поле тоже не работает.,back 
Автозаполняемые поля в Битриксе Ссылка на клиента Описание проблемы ая проблема не подтягивается значение из поля Название компании Поле заполнено Пока сделали кастомное поле Компания оно подтягивается ая проблема в карточке не заполнено фио клиента При первом письме отобразился пробел при втором подставился шаблон автозаполняемого поля Должен быть пробел если поле в не заполнено Ссылка на письма Пробел Автозаполн поле.,back 
Не работает раздел шаблоны Ссылка на проблему Ссылка на клиента Описание Раздел шаблоны не загружается Воспроизвела у себя на компе в его лк не загружается.,back 
После регистрации пришло письмо о восстановлении пароля Ссылка на клиента Ссылка на Клиент после регистрации получил письмо о восстановлении пароля Письма Спасибо за регистрацию не было Зарегистрировался сегодня.,back 
Фиксируем открытие в почте когда его не было  Ссылка на проблему Ссылка на клиента Описание Фиксируется открытие письма в  когда его на самом деле не было Протестировали на моей почте в админке письмо открытое но как обычно я его не открывала Обращение.,back 
не работают спец символы в пароле в партнерке В партнерке не поддерживаются спец символы в пароле при регистрации нового аккаунта для клиента.,back 
в виджете битрикс Пишет вместо дней судя по всему Страница где у меня воспроизводится на первом письме.,back 
Неправильная формулировка в задаче по автоматизации неправильная формулировка в автоматизации.,back 
Интерфейс партнерки Поправить вывод списка пользователй этот список должен совпадать с ответственных в списке Предлагаю сделать  имя если имя есть и  если имени нет.,back 
долго загружается отправка письма в битрикс Потому что из интерфейса списка писем уходит большое количество запросов на получение тех самых писем Пример запроса  Акк.,back 
Клиенту нужна помощь у него не подтягиваются письма в отправленные скорее всего изза Ему ответили амо ответ прикреплю но ему не помогло Добрый день Раиля Уже второй день бьюсь с ТП амосрм они просто отписывались стандартно и.,back 
теперь наконец дали какойто ответ на скриншоте Мне необходима помощь с вашей стороны  в амо всё введено как они просили.,back 
После переименования пропал текст в шаблоне Ссылка на клиента Ссылка на шаблон И второй шаблон Описание Клиент вчера поменял название шаблона убрал интервал и нажал сохранить Сегодня зашел в шаблон и увидел что нет текста в теле.,back 
письма Зашла к клиенту в личный кабинет текста нет Говорит это происходит уже второй раз У меня не получилось воспроизвести это Обращение.,back 
ПРОВЕРИТЬ При открытии нового письма в карточке с одним ом он не подставляется автоматически в видимо только В маке при создании письма если в карточке один  то он не подставляется а должен этот интерфейс.,back 
Не подтягивается автозаполняемое поле Ссылка на проблему Ссылка на клиента Ссылка на обращение Подробное описание В дополнительном письме не подтягивается автозаполняемое поле ИМЯКЛИЕНТА еще клиент.,back 
Баги перевода Смогли ли мы воспроизвести проблему на своём компьютере Да Страница проблемы Ссылка на клиента Браузер и Операционная система Ошибки в консоли Ошибки в запросах  Подробное описание проблемы.,back 
Не работает Ссылка на клиента Ссылка в Браузер и Операционная система не имеет значения Подробное описание проблемы Клиент получил первый пуш после включения ура теперь вы будете получать уведомления после этого не было пушей Внесли в браузере в настройки прокси  в исключения не помогло Проверили в все работает Данила.,back 
При открытии ссылки в уведомлениях не отображается фио клиента Смогли ли мы воспроизвести проблему на своём компьютере Да Страница проблемы уведомления при открытии ссылки Ссылка на клиента Браузер и Операционная система не имеет значения Ошибки в консоли Ошибки в запросах  Подробное описание проблемы При открытии ссылки созданной в сделке не отображается фио клиента.,back 
Не меняется документ при смене документа на странице управления трансляцией Ну собственно подключаемся к трансляции меняем док на другой и все идет по пизде В принципе воспроизвести все это можно вызвав на клиенте в консоли метод .,back 
 Что важно В первый раз обрабатывает с ошибкой во второй корректно в третий снова с ошибкой То есть каждый нечетный с ошибкой призываю твою силу может ты увидишь в чем магия Тесть проще всего на или на лучше даже поскольку.,back 
там файлы будут не минимизированные Локально эта жопа не работает вообще .,back 
При нажатии Ответить через  кавычки заменяются на  Смогли ли мы воспроизвести проблему на своём компьютере Страница проблемы Ссылка на клиента Браузер и Операционная система Ошибки в консоли Ошибки в запросах  Подробное описание проблемы Пользователь нажимает на свое письмо затем на Ответить через  и уже после отправки видит что в теме письма вместо кавычек отображаются .,back 
Едет верстка вложенных документов Смогли ли мы воспроизвести проблему на своём компьютере Да мои данные Страница проблемы Ссылка на клиента Браузер и Операционная система браузер Подробное описание проблемы В почте.,back 
у вложенных документов едет верстка в яндекс почте не подгружается информация в кнопках и самом вложении почта яндекс.,back 
зависает при входящем письме Ссылка на письмо Ссылка на клиента Описание проблемы При входящем письме отправленном через зависает Появляется такая ошибка Лечится только полным удалением письма из сервиса.,back 
Ссылка на подключения к клиенту Ссылка на проблему Ссылка на письмо Ссылка на клиента Описание Клиенту пришло оповещение что его кп смотрят и кнопка показывает Подключайся когда открывает пишет что клиент не подключен Статистику не показывает Ссылка на обращение.,back 
в новой админке ссылка на оплату генерится не на тот аккаунт который выбран При выборе клиента и клике на генерацию ссылки выбирается почемуто последний аккаунт в списке Ошибка была на этой команде но так же возникает и в любой другой.,back 
Не работают ссылки в приглашениях Смогли ли мы воспроизвести проблему на своём компьютере нет Страница проблемы Ссылка на клиента Браузер и Операционная система Битрикс Ошибки в консоли Ошибки в запросах  Подробное описание проблемы Пытались его пригласить в команду из шаблона и выпадала ошибка при регистрации после перехода по ссылке из письма Без приглашалки зарегистрировалось нормально.,back 
Отображение ИО в поле кому Битрикс Ссылка на клиента Описание Если в контакте указно только Имя и отчество клиента то при отправки письма через ИО меняется местами отчество первое потом имя Так происходит со всеми именами и отчествами Проверила у меня также работает Обращение .,front
Разница в старых и новых шаблонах От Жени логика непонятно как отрабатывает и действия в одном и том же шаблоне отображаются разные если смотреть на старый и новый интерфейс одновременно тут какому интерфейсу верить Это наблюдается на аккаунте .,front
Баги по новым шаблонам .,front
В настройках цифровой воронки не подставляется выбранный шаблон при повторном открытии Выбрал Открыл снова Аналогично с полем Кому .,front
Отправка письма Битрикс Ссылка на сделку Ссылка на клиента Описание В лиде нет почты при отправке письма подставляется почта с другого контакта Подключилась проверила почты нет Сделали переинтеграцию очистку кеша все равно .,front
при отправке письма этот уже стоит в поле кому Она ни разу не отправляла письмо на этот Обращение .,front
Сброс авторизации в виджетебитрикс Ссылка на клиента Описание проблемы Каждое утро клиент делает авторизацию в виджете в сафари И в течение дня все нормально Никакие другие сайты не требуют авторизацию Операционная система браузер Видео Ссылка на клиента в Еще клиент .,front
